block_number,n_chunks,chunk_boundaries,source_file,sequence_type,method,participant_id,session,day_index
43,1,[],SRT/GR_08_Hr_08_20250925_FRA_2_fertig.csv,blue,hsmm_chunking,GR_08_Hr_08,FRA_2,2
45,1,[],SRT/GR_08_Hr_08_20250925_FRA_2_fertig.csv,blue,hsmm_chunking,GR_08_Hr_08,FRA_2,2
47,1,[],SRT/GR_08_Hr_08_20250925_FRA_2_fertig.csv,blue,hsmm_chunking,GR_08_Hr_08,FRA_2,2
51,1,[],SRT/GR_08_Hr_08_20250925_FRA_2_fertig.csv,blue,hsmm_chunking,GR_08_Hr_08,FRA_2,2
54,1,[],SRT/GR_08_Hr_08_20250925_FRA_2_fertig.csv,blue,hsmm_chunking,GR_08_Hr_08,FRA_2,2
58,1,[],SRT/GR_08_Hr_08_20250925_FRA_2_fertig.csv,blue,hsmm_chunking,GR_08_Hr_08,FRA_2,2
59,1,[],SRT/GR_08_Hr_08_20250925_FRA_2_fertig.csv,blue,hsmm_chunking,GR_08_Hr_08,FRA_2,2
60,1,[],SRT/GR_08_Hr_08_20250925_FRA_2_fertig.csv,blue,hsmm_chunking,GR_08_Hr_08,FRA_2,2
64,1,[],SRT/GR_08_Hr_08_20250925_FRA_2_fertig.csv,blue,hsmm_chunking,GR_08_Hr_08,FRA_2,2
67,1,[],SRT/GR_08_Hr_08_20250925_FRA_2_fertig.csv,blue,hsmm_chunking,GR_08_Hr_08,FRA_2,2
68,1,[],SRT/GR_08_Hr_08_20250925_FRA_2_fertig.csv,blue,hsmm_chunking,GR_08_Hr_08,FRA_2,2
69,1,[],SRT/GR_08_Hr_08_20250925_FRA_2_fertig.csv,blue,hsmm_chunking,GR_08_Hr_08,FRA_2,2
70,1,[],SRT/GR_08_Hr_08_20250925_FRA_2_fertig.csv,blue,hsmm_chunking,GR_08_Hr_08,FRA_2,2
73,1,[],SRT/GR_08_Hr_08_20250925_FRA_2_fertig.csv,blue,hsmm_chunking,GR_08_Hr_08,FRA_2,2
75,1,[],SRT/GR_08_Hr_08_20250925_FRA_2_fertig.csv,blue,hsmm_chunking,GR_08_Hr_08,FRA_2,2
78,1,[],SRT/GR_08_Hr_08_20250925_FRA_2_fertig.csv,blue,hsmm_chunking,GR_08_Hr_08,FRA_2,2
84,1,[],SRT/GR_08_Hr_08_20250925_FRA_2_fertig.csv,blue,hsmm_chunking,GR_08_Hr_08,FRA_2,2
86,1,[],SRT/GR_08_Hr_08_20250925_FRA_2_fertig.csv,blue,hsmm_chunking,GR_08_Hr_08,FRA_2,2
87,1,[],SRT/GR_08_Hr_08_20250925_FRA_2_fertig.csv,blue,hsmm_chunking,GR_08_Hr_08,FRA_2,2
91,1,[],SRT/GR_08_Hr_08_20250925_FRA_2_fertig.csv,blue,hsmm_chunking,GR_08_Hr_08,FRA_2,2
93,1,[],SRT/GR_08_Hr_08_20250925_FRA_2_fertig.csv,blue,hsmm_chunking,GR_08_Hr_08,FRA_2,2
95,1,[],SRT/GR_08_Hr_08_20250925_FRA_2_fertig.csv,blue,hsmm_chunking,GR_08_Hr_08,FRA_2,2
97,1,[],SRT/GR_08_Hr_08_20250925_FRA_2_fertig.csv,blue,hsmm_chunking,GR_08_Hr_08,FRA_2,2
99,1,[],SRT/GR_08_Hr_08_20250925_FRA_2_fertig.csv,blue,hsmm_chunking,GR_08_Hr_08,FRA_2,2
100,1,[],SRT/GR_08_Hr_08_20250925_FRA_2_fertig.csv,blue,hsmm_chunking,GR_08_Hr_08,FRA_2,2
101,1,[],SRT/GR_08_Hr_08_20250925_FRA_2_fertig.csv,blue,hsmm_chunking,GR_08_Hr_08,FRA_2,2
103,1,[],SRT/GR_08_Hr_08_20250925_FRA_2_fertig.csv,blue,hsmm_chunking,GR_08_Hr_08,FRA_2,2
106,1,[],SRT/GR_08_Hr_08_20250925_FRA_2_fertig.csv,blue,hsmm_chunking,GR_08_Hr_08,FRA_2,2
107,1,[],SRT/GR_08_Hr_08_20250925_FRA_2_fertig.csv,blue,hsmm_chunking,GR_08_Hr_08,FRA_2,2
108,1,[],SRT/GR_08_Hr_08_20250925_FRA_2_fertig.csv,blue,hsmm_chunking,GR_08_Hr_08,FRA_2,2
114,1,[],SRT/GR_08_Hr_08_20250925_FRA_2_fertig.csv,blue,hsmm_chunking,GR_08_Hr_08,FRA_2,2
119,1,[],SRT/GR_08_Hr_08_20250925_FRA_2_fertig.csv,blue,hsmm_chunking,GR_08_Hr_08,FRA_2,2
