block_number,n_chunks,chunk_boundaries,source_file,sequence_type,method,participant_id,session,day_index
69,1,[],SRT/GR_16_Hr_16_20250604_FRA_2_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_2,2
75,1,[],SRT/GR_16_Hr_16_20250604_FRA_2_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_2,2
77,1,[],SRT/GR_16_Hr_16_20250604_FRA_2_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_2,2
78,1,[],SRT/GR_16_Hr_16_20250604_FRA_2_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_2,2
79,1,[],SRT/GR_16_Hr_16_20250604_FRA_2_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_2,2
80,2,[5],SRT/GR_16_Hr_16_20250604_FRA_2_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_2,2
87,1,[],SRT/GR_16_Hr_16_20250604_FRA_2_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_2,2
91,1,[],SRT/GR_16_Hr_16_20250604_FRA_2_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_2,2
93,1,[],SRT/GR_16_Hr_16_20250604_FRA_2_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_2,2
95,1,[],SRT/GR_16_Hr_16_20250604_FRA_2_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_2,2
97,1,[],SRT/GR_16_Hr_16_20250604_FRA_2_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_2,2
99,1,[],SRT/GR_16_Hr_16_20250604_FRA_2_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_2,2
100,1,[],SRT/GR_16_Hr_16_20250604_FRA_2_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_2,2
103,1,[],SRT/GR_16_Hr_16_20250604_FRA_2_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_2,2
106,1,[],SRT/GR_16_Hr_16_20250604_FRA_2_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_2,2
107,1,[],SRT/GR_16_Hr_16_20250604_FRA_2_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_2,2
108,1,[],SRT/GR_16_Hr_16_20250604_FRA_2_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_2,2
113,1,[],SRT/GR_16_Hr_16_20250604_FRA_2_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_2,2
114,1,[],SRT/GR_16_Hr_16_20250604_FRA_2_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_2,2
119,1,[],SRT/GR_16_Hr_16_20250604_FRA_2_fertig.csv,blue,hsmm_chunking,GR_16_Hr_16,FRA_2,2
