block_number,n_chunks,chunk_boundaries,source_file,sequence_type,method,participant_id,session,day_index
66,1,[],SRT/GR_05_Hr_05_20250510_FRA_1_fertig.csv,blue,hsmm_chunking,GR_05_Hr_05,FRA_1,1
69,1,[],SRT/GR_05_Hr_05_20250510_FRA_1_fertig.csv,blue,hsmm_chunking,GR_05_Hr_05,FRA_1,1
76,1,[],SRT/GR_05_Hr_05_20250510_FRA_1_fertig.csv,blue,hsmm_chunking,GR_05_Hr_05,FRA_1,1
77,1,[],SRT/GR_05_Hr_05_20250510_FRA_1_fertig.csv,blue,hsmm_chunking,GR_05_Hr_05,FRA_1,1
81,1,[],SRT/GR_05_Hr_05_20250510_FRA_1_fertig.csv,blue,hsmm_chunking,GR_05_Hr_05,FRA_1,1
85,1,[],SRT/GR_05_Hr_05_20250510_FRA_1_fertig.csv,blue,hsmm_chunking,GR_05_Hr_05,FRA_1,1
87,1,[],SRT/GR_05_Hr_05_20250510_FRA_1_fertig.csv,blue,hsmm_chunking,GR_05_Hr_05,FRA_1,1
88,1,[],SRT/GR_05_Hr_05_20250510_FRA_1_fertig.csv,blue,hsmm_chunking,GR_05_Hr_05,FRA_1,1
90,1,[],SRT/GR_05_Hr_05_20250510_FRA_1_fertig.csv,blue,hsmm_chunking,GR_05_Hr_05,FRA_1,1
91,1,[],SRT/GR_05_Hr_05_20250510_FRA_1_fertig.csv,blue,hsmm_chunking,GR_05_Hr_05,FRA_1,1
100,1,[],SRT/GR_05_Hr_05_20250510_FRA_1_fertig.csv,blue,hsmm_chunking,GR_05_Hr_05,FRA_1,1
104,1,[],SRT/GR_05_Hr_05_20250510_FRA_1_fertig.csv,blue,hsmm_chunking,GR_05_Hr_05,FRA_1,1
109,1,[],SRT/GR_05_Hr_05_20250510_FRA_1_fertig.csv,blue,hsmm_chunking,GR_05_Hr_05,FRA_1,1
111,1,[],SRT/GR_05_Hr_05_20250510_FRA_1_fertig.csv,blue,hsmm_chunking,GR_05_Hr_05,FRA_1,1
112,1,[],SRT/GR_05_Hr_05_20250510_FRA_1_fertig.csv,blue,hsmm_chunking,GR_05_Hr_05,FRA_1,1
113,1,[],SRT/GR_05_Hr_05_20250510_FRA_1_fertig.csv,blue,hsmm_chunking,GR_05_Hr_05,FRA_1,1
115,1,[],SRT/GR_05_Hr_05_20250510_FRA_1_fertig.csv,blue,hsmm_chunking,GR_05_Hr_05,FRA_1,1
117,1,[],SRT/GR_05_Hr_05_20250510_FRA_1_fertig.csv,blue,hsmm_chunking,GR_05_Hr_05,FRA_1,1
