block_number,n_chunks,chunk_boundaries,source_file,sequence_type,method,participant_id,session,day_index
83,1,[],SRT/GR_04_Fr_04_20250630_FRA_1_fertig.csv,blue,hsmm_chunking,GR_04_Fr_04,FRA_1,1
85,1,[],SRT/GR_04_Fr_04_20250630_FRA_1_fertig.csv,blue,hsmm_chunking,GR_04_Fr_04,FRA_1,1
87,1,[],SRT/GR_04_Fr_04_20250630_FRA_1_fertig.csv,blue,hsmm_chunking,GR_04_Fr_04,FRA_1,1
89,1,[],SRT/GR_04_Fr_04_20250630_FRA_1_fertig.csv,blue,hsmm_chunking,GR_04_Fr_04,FRA_1,1
90,1,[],SRT/GR_04_Fr_04_20250630_FRA_1_fertig.csv,blue,hsmm_chunking,GR_04_Fr_04,FRA_1,1
91,1,[],SRT/GR_04_Fr_04_20250630_FRA_1_fertig.csv,blue,hsmm_chunking,GR_04_Fr_04,FRA_1,1
98,1,[],SRT/GR_04_Fr_04_20250630_FRA_1_fertig.csv,blue,hsmm_chunking,GR_04_Fr_04,FRA_1,1
99,1,[],SRT/GR_04_Fr_04_20250630_FRA_1_fertig.csv,blue,hsmm_chunking,GR_04_Fr_04,FRA_1,1
100,1,[],SRT/GR_04_Fr_04_20250630_FRA_1_fertig.csv,blue,hsmm_chunking,GR_04_Fr_04,FRA_1,1
104,1,[],SRT/GR_04_Fr_04_20250630_FRA_1_fertig.csv,blue,hsmm_chunking,GR_04_Fr_04,FRA_1,1
107,1,[],SRT/GR_04_Fr_04_20250630_FRA_1_fertig.csv,blue,hsmm_chunking,GR_04_Fr_04,FRA_1,1
109,1,[],SRT/GR_04_Fr_04_20250630_FRA_1_fertig.csv,blue,hsmm_chunking,GR_04_Fr_04,FRA_1,1
110,1,[],SRT/GR_04_Fr_04_20250630_FRA_1_fertig.csv,blue,hsmm_chunking,GR_04_Fr_04,FRA_1,1
111,1,[],SRT/GR_04_Fr_04_20250630_FRA_1_fertig.csv,blue,hsmm_chunking,GR_04_Fr_04,FRA_1,1
113,1,[],SRT/GR_04_Fr_04_20250630_FRA_1_fertig.csv,blue,hsmm_chunking,GR_04_Fr_04,FRA_1,1
115,1,[],SRT/GR_04_Fr_04_20250630_FRA_1_fertig.csv,blue,hsmm_chunking,GR_04_Fr_04,FRA_1,1
117,1,[],SRT/GR_04_Fr_04_20250630_FRA_1_fertig.csv,blue,hsmm_chunking,GR_04_Fr_04,FRA_1,1
