block_number,n_chunks,chunk_boundaries,source_file,sequence_type,method,participant_id,session,day_index
70,1,[],SRT/GR_15_Hr_15_20250325_FRA_2_fertig.csv,blue,hsmm_chunking,GR_15_Hr_15,FRA_2,2
73,1,[],SRT/GR_15_Hr_15_20250325_FRA_2_fertig.csv,blue,hsmm_chunking,GR_15_Hr_15,FRA_2,2
75,1,[],SRT/GR_15_Hr_15_20250325_FRA_2_fertig.csv,blue,hsmm_chunking,GR_15_Hr_15,FRA_2,2
77,1,[],SRT/GR_15_Hr_15_20250325_FRA_2_fertig.csv,blue,hsmm_chunking,GR_15_Hr_15,FRA_2,2
78,1,[],SRT/GR_15_Hr_15_20250325_FRA_2_fertig.csv,blue,hsmm_chunking,GR_15_Hr_15,FRA_2,2
80,1,[],SRT/GR_15_Hr_15_20250325_FRA_2_fertig.csv,blue,hsmm_chunking,GR_15_Hr_15,FRA_2,2
86,1,[],SRT/GR_15_Hr_15_20250325_FRA_2_fertig.csv,blue,hsmm_chunking,GR_15_Hr_15,FRA_2,2
87,1,[],SRT/GR_15_Hr_15_20250325_FRA_2_fertig.csv,blue,hsmm_chunking,GR_15_Hr_15,FRA_2,2
91,1,[],SRT/GR_15_Hr_15_20250325_FRA_2_fertig.csv,blue,hsmm_chunking,GR_15_Hr_15,FRA_2,2
95,1,[],SRT/GR_15_Hr_15_20250325_FRA_2_fertig.csv,blue,hsmm_chunking,GR_15_Hr_15,FRA_2,2
97,1,[],SRT/GR_15_Hr_15_20250325_FRA_2_fertig.csv,blue,hsmm_chunking,GR_15_Hr_15,FRA_2,2
99,1,[],SRT/GR_15_Hr_15_20250325_FRA_2_fertig.csv,blue,hsmm_chunking,GR_15_Hr_15,FRA_2,2
100,1,[],SRT/GR_15_Hr_15_20250325_FRA_2_fertig.csv,blue,hsmm_chunking,GR_15_Hr_15,FRA_2,2
101,1,[],SRT/GR_15_Hr_15_20250325_FRA_2_fertig.csv,blue,hsmm_chunking,GR_15_Hr_15,FRA_2,2
103,1,[],SRT/GR_15_Hr_15_20250325_FRA_2_fertig.csv,blue,hsmm_chunking,GR_15_Hr_15,FRA_2,2
113,1,[],SRT/GR_15_Hr_15_20250325_FRA_2_fertig.csv,blue,hsmm_chunking,GR_15_Hr_15,FRA_2,2
114,1,[],SRT/GR_15_Hr_15_20250325_FRA_2_fertig.csv,blue,hsmm_chunking,GR_15_Hr_15,FRA_2,2
119,1,[],SRT/GR_15_Hr_15_20250325_FRA_2_fertig.csv,blue,hsmm_chunking,GR_15_Hr_15,FRA_2,2
