block_number,n_chunks,chunk_boundaries,source_file,sequence_type,method,participant_id,session,day_index
75,1,[],SRT/GR_18_Hr_18_20250927_FRA_1_fertig.csv,blue,hsmm_chunking,GR_18_Hr_18,FRA_1,1
76,1,[],SRT/GR_18_Hr_18_20250927_FRA_1_fertig.csv,blue,hsmm_chunking,GR_18_Hr_18,FRA_1,1
77,1,[],SRT/GR_18_Hr_18_20250927_FRA_1_fertig.csv,blue,hsmm_chunking,GR_18_Hr_18,FRA_1,1
81,1,[],SRT/GR_18_Hr_18_20250927_FRA_1_fertig.csv,blue,hsmm_chunking,GR_18_Hr_18,FRA_1,1
82,1,[],SRT/GR_18_Hr_18_20250927_FRA_1_fertig.csv,blue,hsmm_chunking,GR_18_Hr_18,FRA_1,1
83,1,[],SRT/GR_18_Hr_18_20250927_FRA_1_fertig.csv,blue,hsmm_chunking,GR_18_Hr_18,FRA_1,1
85,1,[],SRT/GR_18_Hr_18_20250927_FRA_1_fertig.csv,blue,hsmm_chunking,GR_18_Hr_18,FRA_1,1
88,1,[],SRT/GR_18_Hr_18_20250927_FRA_1_fertig.csv,blue,hsmm_chunking,GR_18_Hr_18,FRA_1,1
91,1,[],SRT/GR_18_Hr_18_20250927_FRA_1_fertig.csv,blue,hsmm_chunking,GR_18_Hr_18,FRA_1,1
98,1,[],SRT/GR_18_Hr_18_20250927_FRA_1_fertig.csv,blue,hsmm_chunking,GR_18_Hr_18,FRA_1,1
99,1,[],SRT/GR_18_Hr_18_20250927_FRA_1_fertig.csv,blue,hsmm_chunking,GR_18_Hr_18,FRA_1,1
100,1,[],SRT/GR_18_Hr_18_20250927_FRA_1_fertig.csv,blue,hsmm_chunking,GR_18_Hr_18,FRA_1,1
104,1,[],SRT/GR_18_Hr_18_20250927_FRA_1_fertig.csv,blue,hsmm_chunking,GR_18_Hr_18,FRA_1,1
107,1,[],SRT/GR_18_Hr_18_20250927_FRA_1_fertig.csv,blue,hsmm_chunking,GR_18_Hr_18,FRA_1,1
109,1,[],SRT/GR_18_Hr_18_20250927_FRA_1_fertig.csv,blue,hsmm_chunking,GR_18_Hr_18,FRA_1,1
110,1,[],SRT/GR_18_Hr_18_20250927_FRA_1_fertig.csv,blue,hsmm_chunking,GR_18_Hr_18,FRA_1,1
111,1,[],SRT/GR_18_Hr_18_20250927_FRA_1_fertig.csv,blue,hsmm_chunking,GR_18_Hr_18,FRA_1,1
113,1,[],SRT/GR_18_Hr_18_20250927_FRA_1_fertig.csv,blue,hsmm_chunking,GR_18_Hr_18,FRA_1,1
115,1,[],SRT/GR_18_Hr_18_20250927_FRA_1_fertig.csv,blue,hsmm_chunking,GR_18_Hr_18,FRA_1,1
